DOB,Sex,AnimalID,BehMom,Sire,Dam
2009-07-16,f,DD08315,DD02635,NA,NA
7/18/16,m,DD08316,DD02646,DD01418,DD02646
7/15/16,m,DD08317,DD02649,DD02616,DD02649
7/26/16,m,DD08318,DD02673,DD02616,DD02673
6/28/16,f,DD08319,DD02680,NA,NA
7/13/16,f,DD08320,DD02691,NA,NA
2006-10-16,f,DD08321,DD02884,NA,NA
9/24/16,m,DD08322,DD02885,NA,NA
8/16/16,m,DD08323,DD02910,DD03802,DD02910
7/25/16,m,DD08324,DD02915,NA,NA
10/23/16,m,DD08325,DD02930,NA,NA
8/23/16,f,DD08326,DD03001,DD01869,DD03001
2008-02-16,f,DD08327,DD03004,NA,NA
8/26/16,f,DD08328,DD03031,DD03728,DD03031
2002-07-17,m,DD08329,DD03127,DD01406,DD03127
7/16/16,m,DD08330,DD03128,NA,NA
7/26/16,f,DD08331,DD03144,DD02295,DD03144
2008-12-16,f,DD08332,DD03153,NA,NA
8/27/16,m,DD08333,DD03155,NA,NA
8/26/16,f,DD08334,DD03207,NA,NA
2006-12-16,m,DD08335,DD03237,NA,NA
8/28/16,m,DD08336,DD03254,NA,NA
9/27/16,f,DD08337,DD03262,NA,NA
8/18/16,m,DD08338,DD03278,NA,NA
8/27/16,m,DD08339,DD03434,NA,NA
2007-10-16,f,DD08340,DD03437,NA,NA
9/20/16,f,DD08341,DD03458,NA,NA
2008-02-16,f,DD08342,DD03494,NA,NA
7/21/16,m,DD08343,DD03495,DD01467,DD03495
6/29/16,f,DD08344,DD03587,DD01416,DD03587
7/22/16,f,DD08345,DD03676,NA,NA
10/25/16,f,DD08346,DD03701,DD02052,DD03701
9/28/16,m,DD08347,DD03724,DD04198,DD03724
7/17/16,f,DD08348,DD03731,NA,NA
2008-01-16,m,DD08349,DD03733,NA,NA
2007-11-16,f,DD08350,DD03790,DD01467,DD03790
7/24/16,u,DD08351,DD03824,NA,NA
2009-12-16,m,DD08352,DD03826,NA,NA
8/25/16,f,DD08353,DD03829,DD05268,DD03829
7/22/16,m,DD08354,DD03845,NA,NA
7/26/16,f,DD08355,DD04016,NA,NA
8/19/16,f,DD08356,DD04129,DD03647,DD04129
2009-06-16,m,DD08357,DD04225,DD05296,DD04225
2008-09-16,f,DD08358,DD04247,NA,NA
2009-06-16,f,DD08359,DD04299,NA,NA
7/21/16,f,DD08360,DD04316,NA,NA
7/28/16,m,DD08361,DD04320,NA,NA
7/21/16,m,DD08362,DD04330,NA,NA
8/31/16,f,DD08363,DD04333,DD01416,DD04333
2007-03-16,f,DD08364,DD04336,DD01968,DD04336
7/21/16,m,DD08365,DD04343,NA,NA
7/30/16,f,DD08366,DD04350,NA,NA
6/17/16,m,DD08367,DD04360,NA,NA
6/29/16,m,DD08368,DD04380,NA,NA
7/14/16,f,DD08369,DD04384,NA,NA
8/15/16,m,DD08370,DD04395,NA,NA
2008-02-16,m,DD08371,DD04399,NA,NA
2007-12-16,m,DD08372,DD04406,NA,NA
2007-12-16,m,DD08373,DD04416,DD02616,DD04416
6/30/16,m,DD08374,DD04424,NA,NA
2007-12-16,f,DD08375,DD04425,NA,NA
2008-10-16,f,DD08376,DD04428,DD02052,DD04428
7/26/16,m,DD08377,DD04460,NA,NA
8/26/16,m,DD08378,DD04596,NA,NA
7/22/16,f,DD08379,DD04651,NA,NA
8/28/16,m,DD08380,DD04690,NA,NA
12/21/16,f,DD08381,DD04748,NA,NA
8/29/16,f,DD08382,DD04749,NA,NA
2008-01-16,f,DD08383,DD04780,NA,NA
2008-05-16,m,DD08384,DD04796,NA,NA
8/22/16,m,DD08385,DD04861,DD03140,DD04861
7/29/16,f,DD08386,DD04877,NA,NA
7/27/16,f,DD08387,DD04917,DD03799,DD04917
2008-04-16,f,DD08388,DD04964,NA,NA
2006-10-16,f,DD08389,DD04967,NA,NA
2009-06-16,f,DD08390,DD04977,NA,NA
7/20/16,f,DD08391,DD04994,NA,NA
6/24/16,f,DD08392,DD05016,DD01481,DD05016
7/15/16,f,DD08393,DD05018,NA,NA
7/22/16,f,DD08394,DD05177,NA,NA
7/31/16,m,DD08395,DD05180,NA,NA
7/28/16,m,DD08396,DD05211,NA,NA
8/22/16,f,DD08397,DD05261,NA,NA
2007-09-16,f,DD08398,DD05266,DD03763,DD05266
7/25/16,m,DD08399,DD05270,NA,NA
2009-07-16,f,DD08400,DD05272,NA,NA
2007-03-16,f,DD08401,DD05299,DD00811,DD05299
2010-11-16,f,DD08402,DD05388,NA,NA
8/31/16,m,DD08403,DD05477,NA,NA
2011-05-16,m,DD08404,DD05505,NA,NA
8/25/16,m,DD08405,DD05538,DD03763,DD05538
9/23/16,f,DD08406,DD05543,NA,NA
7/17/16,m,DD08407,DD05545,NA,NA
2010-05-16,f,DD08408,DD05548,NA,NA
7/31/16,m,DD08409,DD05568,DD00321,DD05568
8/22/16,m,DD08410,DD05580,NA,NA
2009-01-16,m,DD08411,DD05597,NA,NA
8/19/16,f,DD08412,DD05618,NA,NA
8/20/16,m,DD08413,DD05620,NA,NA
8/15/16,f,DD08414,NA,NA,NA
2012-02-16,m,DD08415,NA,NA,NA
2006-03-16,f,DD08416,NA,NA,NA
6/21/16,m,DD08417,NA,NA,NA
6/27/16,m,DD08418,NA,NA,NA
11/15/16,u,DD08419,NA,NA,NA
1/24/84,f,DD08420,DD05308,NA,NA
10/28/17,m,DD08421,DD00297,NA,NA
2007-08-17,m,DD08422,DD00302,NA,NA
9/25/17,F,DD08423,DD00312,NA,NA
8/25/17,m,DD08424,DD00326,NA,NA
2008-04-17,m,DD08425,DD00348,NA,NA
6/15/17,f,DD08426,DD00384,NA,NA
6/15/17,m,DD08427,DD00384,NA,NA
7/27/17,m,DD08428,DD00398,NA,NA
2007-01-17,f,DD08429,DD00406,NA,NA
2007-01-17,f,DD08430,DD00406,NA,NA
9/30/17,M,DD08431,DD00421,NA,NA
6/28/17,f,DD08432,DD00423,NA,NA
7/31/17,f,DD08433,DD00450,NA,NA
7/20/17,m,DD08434,DD00483,NA,NA
2009-11-17,F,DD08435,DD00484,NA,NA
9/26/17,F,DD08436,DD00658,NA,NA
2011-08-17,m,DD08437,DD00804,NA,NA
2006-12-17,f,DD08438,DD00808,NA,NA
7/23/17,f,DD08439,DD00839,NA,NA
2006-10-17,f,DD08440,DD00863,NA,NA
9/25/17,F,DD08441,DD00865,NA,NA
9/14/17,F,DD08442,DD00886,NA,NA
8/18/17,m,DD08443,DD00887,NA,NA
6/24/17,u,DD08444,DD00899,NA,NA
6/23/17,f,DD08445,DD00915,DD02096,DD00915
2007-06-17,m,DD08446,DD00929,NA,NA
6/19/17,f,DD08447,DD00961,NA,NA
7/22/17,m,DD08448,DD01251,NA,NA
6/24/17,f,DD08449,DD01336,NA,NA
2007-07-17,f,DD08450,DD01404,NA,NA
7/28/17,m,DD08451,DD01408,NA,NA
7/17/17,f,DD08452,DD01426,DD01461,DD01426
2006-11-17,m,DD08453,DD01435,NA,NA
7/19/17,m,DD08454,DD01446,NA,NA
2008-10-17,f,DD08455,DD01447,NA,NA
11/21/17,f,DD08456,DD01448,NA,NA
2009-07-17,m,DD08457,DD01489,NA,NA
7/26/17,f,DD08458,DD01542,NA,NA
2007-07-17,m,DD08459,DD01549,NA,NA
2007-11-17,f,DD08460,DD01559,NA,NA
2007-01-17,m,DD08461,DD01974,NA,NA
2010-09-17,f,DD08462,DD01981,NA,NA
2008-10-17,m,DD08463,DD02021,NA,NA
2008-07-17,m,DD08464,DD02031,DD04949,DD02031
7/13/17,f,DD08465,DD02066,NA,NA
9/22/17,f,DD08466,DD02098,DD03249,DD02098
2009-02-17,f,DD08467,DD02114,NA,NA
7/14/17,m,DD08468,DD02116,NA,NA
2008-01-17,m,DD08469,DD02147,DD03718,DD02147
2008-02-17,m,DD08470,DD02149,NA,NA
7/28/17,m,DD08471,DD02325,NA,NA
2008-01-17,f,DD08472,DD02349,DD05487,DD02349
7/20/17,m,DD08473,DD02391,NA,NA
9/13/17,F,DD08474,DD02483,NA,NA
7/19/17,f,DD08475,DD02550,NA,NA
7/14/17,f,DD08476,DD02554,NA,NA
2011-01-17,m,DD08477,DD02576,NA,NA
2005-08-18,m,DD08478,DD02583,DD04363,DD02583
7/14/17,f,DD08479,DD02604,NA,NA
2007-12-17,f,DD08480,DD02621,NA,NA
9/14/17,F,DD08481,DD02677,NA,NA
6/22/17,m,DD08482,DD02680,NA,NA
7/23/17,f,DD08483,DD02692,NA,NA
2007-08-17,f,DD08484,DD02713,DD03228,DD02713
2008-07-17,m,DD08485,DD02725,DD00376,DD02725
7/20/17,m,DD08486,DD02915,NA,NA
2007-02-17,f,DD08487,DD02945,NA,NA
2008-06-17,m,DD08488,DD02968,NA,NA
2007-12-17,m,DD08489,DD03153,NA,NA
7/29/17,m,DD08490,DD03179,NA,NA
2007-05-17,m,DD08491,DD03237,NA,NA
2008-09-17,m,DD08492,DD03254,NA,NA
9/14/17,M,DD08493,DD03255,NA,NA
6/17/17,f,DD08494,DD03266,NA,NA
2007-04-17,m,DD08495,DD03276,NA,NA
7/19/17,f,DD08496,DD03434,NA,NA
8/31/17,f,DD08497,DD03458,NA,NA
6/24/17,m,DD08498,DD03527,NA,NA
2009-06-17,F,DD08499,DD03552,NA,NA
7/29/17,m,DD08500,DD03676,NA,NA
2008-12-17,m,DD08501,DD03720,NA,NA
7/16/17,f,DD08502,DD03731,NA,NA
8/30/17,f,DD08503,DD03826,NA,NA
6/30/17,m,DD08504,DD03860,NA,NA
6/15/17,f,DD08505,DD03871,NA,NA
7/29/17,m,DD08506,DD04190,NA,NA
8/14/17,m,DD08507,DD04247,NA,NA
9/28/17,M,DD08508,DD04288,NA,NA
8/31/17,m,DD08509,DD04298,NA,NA
2007-05-17,m,DD08510,DD04345,NA,NA
2006-01-17,f,DD08511,DD04360,NA,NA
7/17/17,u,DD08512,DD04460,NA,NA
9/25/17,M,DD08513,DD04460,NA,NA
6/24/17,f,DD08514,DD04690,NA,NA
8/14/17,f,DD08515,DD04748,NA,NA
2006-02-17,f,DD08516,DD04780,NA,NA
7/30/17,f,DD08517,DD04975,NA,NA
2007-10-17,m,DD08518,DD04994,NA,NA
7/30/17,m,DD08519,DD05018,NA,NA
2007-06-17,m,DD08520,DD05051,NA,NA
7/14/17,m,DD08521,DD05180,NA,NA
2008-08-17,f,DD08522,DD05261,NA,NA
7/18/17,m,DD08523,DD05270,DD02616,DD05270
2008-07-17,m,DD08524,DD05272,NA,NA
2007-09-17,M,DD08525,DD05331,NA,NA
2007-04-17,m,DD08526,DD05458,NA,NA
2009-07-17,F,DD08527,DD05477,NA,NA
2010-07-17,F,DD08528,DD05505,NA,NA
7/22/17,m,DD08529,DD05521,NA,NA
6/22/17,m,DD08530,DD05548,NA,NA
2008-07-17,f,DD08531,DD05568,NA,NA
6/22/17,m,DD08532,DD05580,DD02102,DD05580
2006-01-17,f,DD08533,DD05595,NA,NA
7/13/17,m,DD08534,DD05597,NA,NA
8/26/17,m,DD08535,DD05637,NA,NA
2008-07-17,m,DD08536,NA,NA,NA
2008-09-17,m,DD08537,NA,NA,NA
2007-05-17,m,DD08538,NA,NA,NA
2007-06-17,u,DD08539,NA,NA,NA
2007-10-17,m,DD08540,NA,NA,NA
7/18/17,f,DD08541,NA,NA,NA
7/28/17,f,DD08542,NA,NA,NA
7/31/17,m,DD08543,NA,NA,NA
2006-11-17,u,DD08544,NA,NA,NA
2005-08-17,u,DD08545,NA,NA,NA
2/26/84,f,DD08546,DD05830,NA,NA
8/15/18,f,DD08547,DD00026,NA,NA
7/28/18,f,DD08548,DD00297,NA,NA
8/26/18,f,DD08549,DD00393,NA,NA
6/17/18,m,DD08550,DD00406,NA,NA
6/28/18,m,DD08551,DD00489,NA,NA
8/22/18,f,DD08552,DD00675,NA,NA
6/15/18,f,DD08553,DD00808,NA,NA
7/18/18,f,DD08554,DD00808,NA,NA
5/31/18,f,DD08555,DD00822,NA,NA
7/31/18,m,DD08556,DD00839,NA,NA
6/24/18,f,DD08557,DD00843,NA,NA
8/15/18,m,DD08558,DD00863,NA,NA
8/27/18,f,DD08559,DD00865,NA,NA
5/28/18,m,DD08560,DD00899,NA,NA
6/18/18,f,DD08561,DD00905,NA,NA
2007-02-18,f,DD08562,DD00915,NA,NA
6/26/18,f,DD08563,DD00945,NA,NA
2007-01-18,m,DD08564,DD00952,NA,NA
6/21/18,m,DD08565,DD00957,NA,NA
2006-09-18,f,DD08566,DD00961,NA,NA
7/27/18,m,DD08567,DD00980,NA,NA
2006-07-18,m,DD08568,DD00999,NA,NA
7/21/18,f,DD08569,DD01380,NA,NA
6/25/18,m,DD08570,DD01393,NA,NA
6/23/18,f,DD08571,DD01403,NA,NA
2007-11-18,f,DD08572,DD01404,NA,NA
2007-03-18,f,DD08573,DD01423,NA,NA
5/30/18,f,DD08574,DD01435,NA,NA
2008-11-18,m,DD08575,DD01446,NA,NA
2009-10-18,m,DD08576,DD01447,NA,NA
6/23/18,m,DD08577,DD01469,NA,NA
2009-08-18,f,DD08578,DD01489,NA,NA
9/13/18,f,DD08579,DD01504,NA,NA
7/14/18,f,DD08580,DD01510,NA,NA
6/21/18,f,DD08581,DD01559,NA,NA
2006-08-18,f,DD08582,DD01576,NA,NA
6/21/18,m,DD08583,DD01719,NA,NA
8/18/18,f,DD08584,DD01981,NA,NA
2007-07-18,f,DD08585,DD02004,NA,NA
2008-11-18,f,DD08586,DD02013,NA,NA
7/25/18,m,DD08587,DD02022,NA,NA
8/17/18,m,DD08588,DD02024,NA,NA
7/27/18,f,DD08589,DD02025,NA,NA
6/17/18,m,DD08590,DD02043,NA,NA
6/17/18,M,DD08591,DD02100,NA,NA
6/17/18,f,DD08592,DD02138,NA,NA
6/16/18,f,DD08593,DD02139,NA,NA
5/28/18,m,DD08594,DD02149,NA,NA
6/28/18,m,DD08595,DD02353,NA,NA
2008-10-18,m,DD08596,DD02391,NA,NA
7/28/18,f,DD08597,DD02542,NA,NA
6/25/18,m,DD08598,DD02568,NA,NA
6/25/18,m,DD08599,DD02568,NA,NA
2008-09-18,f,DD08600,DD02589,NA,NA
2008-04-18,f,DD08601,DD02600,NA,NA
5/25/18,m,DD08602,DD02621,NA,NA
2009-01-18,m,DD08603,DD02637,NA,NA
2009-06-18,m,DD08604,DD02658,NA,NA
5/29/18,m,DD08605,DD02684,NA,NA
2006-03-18,f,DD08606,DD02710,NA,NA
7/13/18,m,DD08607,DD02713,NA,NA
7/15/18,m,DD08608,DD02733,NA,NA
8/29/18,f,DD08609,DD02769,NA,NA
2008-07-18,m,DD08610,DD02884,NA,NA
2009-05-18,m,DD08611,DD02945,NA,NA
2008-01-18,f,DD08612,DD03153,NA,NA
6/24/18,m,DD08613,DD03207,NA,NA
9/17/18,m,DD08614,DD03209,NA,NA
8/18/18,f,DD08615,DD03254,NA,NA
6/17/18,f,DD08616,DD03260,NA,NA
6/17/18,m,DD08617,DD03311,NA,NA
7/20/18,m,DD08618,DD03334,NA,NA
7/29/18,f,DD08619,DD03434,NA,NA
2007-12-18,f,DD08620,DD03713,NA,NA
6/25/18,f,DD08621,DD03745,NA,NA
2007-12-18,m,DD08622,DD03747,NA,NA
2006-01-18,m,DD08623,DD03826,NA,NA
8/16/18,m,DD08624,DD03829,NA,NA
6/20/18,f,DD08625,DD03860,NA,NA
7/18/18,f,DD08626,DD03923,NA,NA
7/19/18,m,DD08627,DD04330,NA,NA
2009-09-18,m,DD08628,DD04343,NA,NA
7/26/18,m,DD08629,DD04360,NA,NA
2007-01-18,f,DD08630,DD04384,NA,NA
6/14/18,f,DD08631,DD04464,NA,NA
7/20/18,f,DD08632,DD04465,NA,NA
7/16/18,m,DD08633,DD04510,NA,NA
2006-06-18,m,DD08634,DD04690,NA,NA
5/25/18,m,DD08635,DD04780,NA,NA
7/18/18,m,DD08636,DD04925,NA,NA
2006-05-18,m,DD08637,DD04928,NA,NA
2009-05-18,m,DD08638,DD04967,NA,NA
6/19/18,f,DD08639,DD04994,NA,NA
6/13/18,f,DD08640,DD05007,NA,NA
2007-01-18,m,DD08641,DD05008,NA,NA
9/17/18,f,DD08642,DD05019,NA,NA
8/24/18,f,DD08643,DD05180,NA,NA
2008-01-18,m,DD08644,DD05266,NA,NA
6/27/18,m,DD08645,DD05270,NA,NA
2010-04-18,f,DD08646,DD05331,NA,NA
8/28/18,f,DD08647,DD05452,NA,NA
8/24/18,m,DD08648,DD05458,NA,NA
11/18/18,m,DD08649,DD05477,NA,NA
6/20/18,f,DD08650,DD05521,NA,NA
6/25/18,m,DD08651,DD05548,NA,NA
2009-09-18,m,DD08652,DD05582,NA,NA
5/29/18,f,DD08653,DD05591,NA,NA
5/29/18,f,DD08654,DD05600,NA,NA
6/29/18,m,DD08655,DD05618,NA,NA
6/23/18,m,DD08656,DD05645,NA,NA
7/19/18,f,DD08657,DD05673,NA,NA
7/17/18,f,DD08658,NA,NA,NA
2/24/65,m,DD08659,DD10830,NA,NA
1/7/84,m,DD08660,DD02827,NA,NA
2011-04-19,m,DD08661,DD00026,NA,NA
8/27/19,f,DD08662,DD00297,NA,NA
2007-12-19,m,DD08663,DD00302,NA,NA
8/30/19,f,DD08664,DD00302,NA,NA
7/14/19,f,DD08665,DD00324,NA,NA
2009-01-19,m,DD08666,DD00326,NA,NA
2008-01-19,m,DD08667,DD00340,NA,NA
8/22/19,f,DD08668,DD00363,NA,NA
8/25/19,f,DD08669,DD00383,NA,NA
7/15/19,f,DD08670,DD00422,NA,NA
5/15/19,m,DD08671,DD00424,NA,NA
6/19/19,f,DD08672,DD00450,NA,NA
5/15/19,m,DD08673,DD00468,NA,NA
5/24/19,m,DD08674,DD00477,NA,NA
2006-04-19,m,DD08675,DD00483,NA,NA
6/17/19,m,DD08676,DD00484,NA,NA
6/19/19,f,DD08677,DD00486,NA,NA
6/15/19,M,DD08678,DD00488,NA,NA
6/17/19,f,DD08679,DD00489,NA,NA
2007-12-19,f,DD08680,DD00493,NA,NA
2006-02-19,m,DD08681,DD00494,NA,NA
7/14/19,f,DD08682,DD00502,NA,NA
2007-03-19,f,DD08683,DD00504,NA,NA
2007-11-19,f,DD08684,DD00510,NA,NA
2007-09-19,m,DD08685,DD00528,NA,NA
7/23/19,u,DD08686,DD00532,NA,NA
5/28/19,m,DD08687,DD00536,NA,NA
7/14/19,m,DD08688,DD00537,NA,NA
5/30/19,f,DD08689,DD00690,NA,NA
6/27/19,m,DD08690,DD00730,NA,NA
7/30/19,m,DD08691,DD00796,NA,NA
6/15/19,f,DD08692,DD00808,NA,NA
9/18/19,f,DD08693,DD00837,NA,NA
2007-01-19,f,DD08694,DD00843,NA,NA
7/16/19,f,DD08695,DD00844,NA,NA
2008-04-19,f,DD08696,DD00852,NA,NA
6/20/19,f,DD08697,DD00859,NA,NA
9/14/19,m,DD08698,DD00860,NA,NA
6/29/19,m,DD08699,DD00876,NA,NA
2006-01-19,f,DD08700,DD00886,NA,NA
7/22/19,m,DD08701,DD00906,NA,NA
6/16/19,m,DD08702,DD00908,NA,NA
6/16/19,m,DD08703,DD00908,NA,NA
8/23/19,m,DD08704,DD00911,NA,NA
7/25/19,f,DD08705,DD00918,NA,NA
2007-06-19,m,DD08706,DD00929,NA,NA
6/26/19,f,DD08707,DD00945,NA,NA
6/27/19,f,DD08708,DD00952,NA,NA
5/16/19,m,DD08709,DD00975,NA,NA
2007-11-19,f,DD08710,DD01001,NA,NA
8/25/19,m,DD08711,DD01009,NA,NA
2006-12-19,f,DD08712,DD01015,NA,NA
2007-06-19,f,DD08713,DD01031,NA,NA
2007-07-19,m,DD08714,DD01033,NA,NA
6/26/19,m,DD08715,DD01035,NA,NA
2007-01-19,f,DD08716,DD01045,NA,NA
2007-05-19,f,DD08717,DD01050,NA,NA
2007-06-19,m,DD08718,DD01051,NA,NA
6/23/19,f,DD08719,DD01285,NA,NA
6/18/19,m,DD08720,DD01376,NA,NA
2010-06-19,f,DD08721,DD01380,NA,NA
5/27/19,m,DD08722,DD01393,NA,NA
7/15/19,m,DD08723,DD01412,NA,NA
2007-06-19,m,DD08724,DD01415,NA,NA
7/24/19,m,DD08725,DD01423,NA,NA
6/18/19,f,DD08726,DD01433,NA,NA
7/15/19,m,DD08727,DD01446,NA,NA
7/23/19,m,DD08728,DD01458,NA,NA
2007-12-19,f,DD08729,DD01479,NA,NA
8/29/19,f,DD08730,DD01482,NA,NA
2009-12-19,f,DD08731,DD01489,NA,NA
2008-12-19,f,DD08732,DD01504,NA,NA
2007-05-19,f,DD08733,DD01507,NA,NA
6/23/19,m,DD08734,DD01511,NA,NA
7/16/19,m,DD08735,DD01527,NA,NA
6/15/19,f,DD08736,DD01560,NA,NA
8/16/19,m,DD08737,DD01576,NA,NA
2007-03-19,f,DD08738,DD01590,NA,NA
7/19/19,m,DD08739,DD01595,NA,NA
6/18/19,f,DD08740,DD01603,NA,NA
2006-12-19,m,DD08741,DD01604,NA,NA
7/13/19,f,DD08742,DD01616,NA,NA
7/14/19,m,DD08743,DD01628,NA,NA
2007-07-19,m,DD08744,DD01632,NA,NA
2007-11-19,f,DD08745,DD01719,NA,NA
7/16/19,m,DD08746,DD01779,NA,NA
6/24/19,m,DD08747,DD01870,NA,NA
9/28/19,f,DD08748,DD01930,NA,NA
8/27/19,f,DD08749,DD01996,NA,NA
2007-08-19,f,DD08750,DD01999,NA,NA
2009-11-19,f,DD08751,DD02004,NA,NA
6/30/19,f,DD08752,DD02008,NA,NA
7/26/19,f,DD08753,DD02025,NA,NA
6/17/19,m,DD08754,DD02039,NA,NA
2005-12-19,f,DD08755,DD02043,NA,NA
7/28/19,m,DD08756,DD02045,NA,NA
9/14/19,f,DD08757,DD02066,NA,NA
2007-04-19,f,DD08758,DD02092,NA,NA
2006-05-19,f,DD08759,DD02100,NA,NA
2006-07-19,m,DD08760,DD02114,NA,NA
5/24/19,m,DD08761,DD02116,NA,NA
2007-01-19,f,DD08762,DD02149,NA,NA
7/14/19,f,DD08763,DD02162,NA,NA
6/22/19,f,DD08764,DD02184,NA,NA
8/18/19,m,DD08765,DD02188,NA,NA
2008-01-19,m,DD08766,DD02197,NA,NA
6/23/19,f,DD08767,DD02214,NA,NA
2006-06-19,f,DD08768,DD02264,NA,NA
7/27/19,f,DD08769,DD02325,NA,NA
2007-12-19,f,DD08770,DD02353,NA,NA
2007-12-19,f,DD08771,DD02550,NA,NA
7/21/19,m,DD08772,DD02554,NA,NA
2006-12-19,f,DD08773,DD02589,NA,NA
6/23/19,f,DD08774,DD02604,NA,NA
2006-12-19,m,DD08775,DD02621,NA,NA
2010-08-19,m,DD08776,DD02624,NA,NA
6/21/19,m,DD08777,DD02628,NA,NA
2007-08-19,f,DD08778,DD02633,NA,NA
5/16/19,f,DD08779,DD02635,NA,NA
6/20/19,f,DD08780,DD02636,NA,NA
5/25/19,m,DD08781,DD02647,NA,NA
8/16/19,m,DD08782,DD02677,NA,NA
6/18/19,f,DD08783,DD02680,NA,NA
7/29/19,f,DD08784,DD02692,NA,NA
7/17/19,m,DD08785,DD02700,NA,NA
5/28/19,f,DD08786,DD02710,NA,NA
7/15/19,m,DD08787,DD02710,NA,NA
6/24/19,F,DD08788,DD02711,NA,NA
2005-10-19,f,DD08789,DD02716,NA,NA
7/18/19,m,DD08790,DD02721,NA,NA
7/27/19,m,DD08791,DD02725,NA,NA
7/30/19,m,DD08792,DD02730,NA,NA
6/19/19,f,DD08793,DD02747,NA,NA
6/26/19,f,DD08794,DD02763,NA,NA
2007-05-19,m,DD08795,DD02770,NA,NA
2007-10-19,f,DD08796,DD02775,NA,NA
2008-01-19,m,DD08797,DD02778,NA,NA
11/17/19,m,DD08798,DD02885,NA,NA
8/24/19,m,DD08799,DD02910,NA,NA
2007-09-19,m,DD08800,DD02915,NA,NA
7/22/19,f,DD08801,DD02930,NA,NA
2009-01-19,m,DD08802,DD02968,NA,NA
8/18/19,f,DD08803,DD03128,NA,NA
6/16/19,m,DD08804,DD03153,NA,NA
2008-01-19,f,DD08805,DD03169,NA,NA
2008-01-19,m,DD08806,DD03179,NA,NA
2007-03-19,f,DD08807,DD03201,NA,NA
5/17/19,f,DD08808,DD03209,NA,NA
4/14/19,m,DD08809,DD03237,NA,NA
2007-09-19,f,DD08810,DD03243,NA,NA
7/24/19,m,DD08811,DD03245,NA,NA
8/24/19,m,DD08812,DD03254,NA,NA
8/28/19,f,DD08813,DD03258,NA,NA
6/23/19,f,DD08814,DD03260,NA,NA
2006-11-19,f,DD08815,DD03290,NA,NA
2005-12-19,f,DD08816,DD03305,NA,NA
6/30/19,m,DD08817,DD03306,NA,NA
2007-08-19,m,DD08818,DD03314,NA,NA
6/18/19,f,DD08819,DD03333,NA,NA
7/25/19,f,DD08820,DD03336,NA,NA
10/16/19,m,DD08821,DD03337,NA,NA
2008-11-19,f,DD08822,DD03348,NA,NA
2007-08-19,f,DD08823,DD03349,NA,NA
2008-08-19,m,DD08824,DD03437,NA,NA
10/15/19,f,DD08825,DD03552,NA,NA
2007-10-19,f,DD08826,DD03701,NA,NA
2007-02-19,f,DD08827,DD03713,NA,NA
2006-08-19,m,DD08828,DD03720,NA,NA
9/15/19,f,DD08829,DD03731,NA,NA
2006-11-19,f,DD08830,DD03733,NA,NA
6/15/19,m,DD08831,DD03736,NA,NA
2006-05-19,f,DD08832,DD03749,NA,NA
2006-10-19,m,DD08833,DD03750,NA,NA
5/19/19,f,DD08834,DD03806,NA,NA
7/30/19,m,DD08835,DD03818,NA,NA
6/30/19,f,DD08836,DD03824,NA,NA
5/26/19,f,DD08837,DD03855,NA,NA
2006-09-19,m,DD08838,DD03860,NA,NA
6/13/19,f,DD08839,DD03868,NA,NA
6/21/19,f,DD08840,DD03871,NA,NA
6/24/19,m,DD08841,DD03919,NA,NA
6/28/19,m,DD08842,DD03925,NA,NA
6/23/19,f,DD08843,DD03928,NA,NA
6/30/19,m,DD08844,DD03933,NA,NA
2008-10-19,m,DD08845,DD04256,NA,NA
2006-04-19,m,DD08846,DD04296,NA,NA
2007-08-19,m,DD08847,DD04298,NA,NA
5/30/19,f,DD08848,DD04299,NA,NA
6/15/19,m,DD08849,DD04308,NA,NA
9/23/19,f,DD08850,DD04316,NA,NA
2007-02-19,m,DD08851,DD04330,NA,NA
2005-07-19,m,DD08852,DD04345,NA,NA
2009-09-19,f,DD08853,DD04350,NA,NA
2008-11-19,m,DD08854,DD04380,NA,NA
8/16/19,f,DD08855,DD04406,NA,NA
2006-10-19,f,DD08856,DD04410,NA,NA
6/21/19,f,DD08857,DD04424,NA,NA
5/30/19,f,DD08858,DD04425,NA,NA
6/30/19,m,DD08859,DD04428,NA,NA
6/30/19,m,DD08860,DD04437,NA,NA
6/20/19,f,DD08861,DD04452,NA,NA
8/15/19,f,DD08862,DD04454,NA,NA
2006-07-19,f,DD08863,DD04462,NA,NA
2007-08-19,m,DD08864,DD04466,NA,NA
2008-05-19,m,DD08865,DD04492,NA,NA
6/22/19,m,DD08866,DD04504,NA,NA
2009-11-19,f,DD08867,DD04506,NA,NA
6/25/19,f,DD08868,DD04510,NA,NA
2006-07-19,m,DD08869,DD04511,NA,NA
7/30/19,m,DD08870,DD04525,NA,NA
9/30/19,f,DD08871,DD04658,NA,NA
8/25/19,m,DD08872,DD04659,NA,NA
2007-06-19,f,DD08873,DD04780,NA,NA
7/28/19,f,DD08874,DD04875,NA,NA
6/17/19,f,DD08875,DD04877,NA,NA
2009-03-19,m,DD08876,DD04925,NA,NA
2006-12-19,m,DD08877,DD04928,NA,NA
2008-01-19,m,DD08878,DD04948,NA,NA
7/14/19,m,DD08879,DD04964,NA,NA
7/13/19,f,DD08880,DD04975,NA,NA
6/25/19,m,DD08881,DD04977,NA,NA
6/16/19,m,DD08882,DD05001,NA,NA
